id_comisaria;oficio;fecha_denuncia;fecha_formalizacion;expediente;calificacion;hora;fecha_audiencia;remitira;oficioremitido;fecha_audienciaremision;ministerio;c_instancia;asistencialegal;psicologia;id_modulo;medida_file
48; 5349-2018;2018-12-29;2019-01-03;00134-2019-0-0906-JR-FC-13;;;;;;;;52;0;0;20;
48; 5338-2018;2018-12-28;2019-01-03;00135-2019-0-0906-JR-FC-09;;;;;;;;48;0;0;20;
48; 5339-2018;2018-12-28;2019-01-03;00137-2019-0-0906-JR-FC-14;;;;;;;;53;0;0;20;
25; 0009-2018;2018-01-02;2019-01-03;00139-2019-0-0906-JR-FC-10;;;;;;;;49;0;0;20;
25; 027-2018;2018-01-01;2019-01-03;00140-2019-0-0906-JR-FC-11;;;;;;;;50;0;0;20;
48; 5341-2018;2018-12-30;2019-01-03;00141-2019-0-0906-JR-FC-15;;;;;;;;54;0;0;20;
49; 012-2019;2019-01-01;2019-01-03;00142-2019-0-0906-JR-FC-12;;;;;;;;51;0;0;20;
89; 149-2018;;2019-01-03;00143-2019-0-0906-JR-FC-13;;;;;;;;52;0;0;20;
140; 2068-2018;;2019-01-03;00144-2019-0-0906-JR-FC-17;;;;;;;;56;0;0;20;
89; 148-2018;2018-12-18;2019-01-03;00145-2019-0-0906-JR-FC-16;;;;;;;;55;0;0;20;
48; 5340-2018;2018-12-28;2019-01-03;00146-2019-0-0906-JR-FC-10;;;;;;;;49;0;0;20;
48; 5318-2018;2018-12-19;2019-01-03;00147-2019-0-0906-JR-FC-14;;;;;;;;53;0;0;20;
140; 606020616-2018-286-0;;2019-01-03;00148-2019-0-0906-JR-FC-11;;;;;;;;50;0;0;20;
48; 5335-2018;2018-12-30;2019-01-03;00149-2019-0-0906-JR-FC-09;;;;;;;;48;0;0;20;
140;;2018-01-03;2019-01-03;00150-2019-0-0906-JR-FC-15;;;;;;;;54;0;0;20;
48; 5332-2018;2018-12-29;2019-01-03;00151-2019-0-0906-JR-FC-12;;;;;;;;51;0;0;20;
140; 2084-2018;;2019-01-03;00152-2019-0-0906-JR-FC-13;;;;;;;;52;0;0;20;
140;;2019-01-03;2019-01-03;00153-2019-0-0906-JR-FC-17;;;;;;;;56;0;0;20;
48;;2019-12-23;2019-01-03;00154-2019-0-0906-JR-FC-16;;;;;;;;55;0;0;20;
32; 4520-2018;2018-12-29;2019-01-03;00155-2019-0-0906-JR-FC-14;;;;;;;;53;0;0;20;
119; 3839-2018;2018-12-12;2019-01-03;00156-2019-0-0906-JR-FC-09;;;;;;;;48;0;0;20;
119; 3041-2018;2018-12-26;2019-01-03;00157-2019-0-0906-JR-FC-10;;;;;;;;49;0;0;20;
119; 3844-2018;2018-12-26;2019-01-03;00158-2019-0-0906-JR-FC-11;;;;;;;;50;0;0;20;
32; 4521-2018;2018-12-29;2019-01-03;00159-2019-0-0906-JR-FC-15;;;;;;;;54;0;0;20;
119; 3843-2018;2018-12-26;2019-01-03;00160-2019-0-0906-JR-FC-12;;;;;;;;51;0;0;20;
119; 3803-2018;2018-12-18;2019-01-03;00161-2019-0-0906-JR-FC-13;Ha lugar;08:00;2019-01-14;;;;;52;0;0;20;
30; 3988-2018;2018-12-31;2019-01-03;00162-2019-0-0906-JR-FC-17;;;;;;;;56;0;0;20;
48; 5328-2018;2018-12-28;2019-01-03;00163-2019-0-0906-JR-FC-16;;;;;;;;55;0;0;20;
30; 3987-2018;2018-12-31;2019-01-03;00164-2019-0-0906-JR-FC-10;;;;;;;;49;0;0;20;
48; 5327-2018;2018-12-28;2019-01-03;00165-2019-0-0906-JR-FC-14;;;;;;;;53;0;0;20;
119; 3851-2018;2018-12-27;2019-01-03;00166-2019-0-0906-JR-FC-11;;;;;;;;50;0;0;20;
48; 5348-2018;2018-12-31;2019-01-03;00167-2019-0-0906-JR-FC-09;;;;;;;;48;0;0;20;
30; 39-2019;2019-01-02;2019-01-03;00168-2019-0-0906-JR-FC-15;;;;;;;;54;0;0;20;
32; 4522-2018;2018-12-29;2019-01-03;00170-2019-0-0906-JR-FC-12;;;;;;;;51;0;0;20;
119; 3853-2018;2018-12-26;2019-01-03;00171-2019-0-0906-JR-FC-13;Ha lugar;09:00;2019-01-14;;;;;52;0;0;20;
30; 29-2019;2019-01-02;2019-01-03;00172-2019-0-0906-JR-FC-16;Ha lugar;10:00;2019-01-14;;;;;55;0;0;20;
30; 28-2019;2019-01-01;2019-01-03;00173-2019-0-0906-JR-FC-17;;;;;;;;56;0;0;20;
119; 3852-2018;2018-12-18;2019-01-03;00174-2019-0-0906-JR-FC-14;;;;;;;;53;0;0;20;
119; 003-2018;2018-12-31;2019-01-03;00175-2019-0-0906-JR-FC-11;;;;;;;;50;0;0;20;
119; 3862-2018;2019-01-02;2019-01-03;00176-2019-0-0906-JR-FC-10;;;;;;;;49;0;0;20;
32; 4511-2018;2018-12-29;2019-01-03;00177-2019-0-0906-JR-FC-09;;;;;;;;48;0;0;20;
119; 3834-2018;2018-12-27;2019-01-03;00178-2019-0-0906-JR-FC-15;;;;;;;;54;0;0;20;
30; 0005-2019;2019-01-01;2019-01-03;00179-2019-0-0906-JR-FC-12;;;;;;;;51;0;0;20;
119; 3835-2018;2018-12-28;2019-01-03;00180-2019-0-0906-JR-FC-17;;;;;;;;56;0;0;20;
119; 3858-2018;2018-12-27;2019-01-03;00181-2019-0-0906-JR-FC-16;;;;;;;;55;0;0;20;
30; 003-2019;2018-12-31;2019-01-03;00182-2019-0-0906-JR-FC-13;;;;;;;;52;0;0;20;
119;;2018-12-27;2019-01-03;00183-2019-0-0906-JR-FC-14;;;;;;;;53;0;0;20;
32; 002-2018;2019-01-01;2019-01-03;00184-2019-0-0906-JR-FC-10;;;;;;;;49;0;0;20;
140;;2019-01-03;2019-01-03;00185-2019-0-0906-JR-FC-17;;;;;;;;56;0;0;20;
24;;2018-12-28;2019-01-03;00186-2019-0-0906-JR-FC-11;;;;;;;;50;0;0;20;
32; 4535-2018;2018-12-23;2019-01-03;00187-2019-0-0906-JR-FC-09;;;;;;;;48;0;0;20;
32; 044-2019;2019-01-02;2019-01-03;00188-2019-0-0906-JR-FC-12;;;;;;;;51;0;0;20;
119; 3860-2018;2018-12-27;2019-01-03;00189-2019-0-0906-JR-FC-15;;;;;;;;54;0;0;20;
30; 018-2019;2019-01-01;2019-01-03;00190-2019-0-0906-JR-FC-13;Ha lugar;08:30;2019-01-14;;;;;52;0;0;20;
30; 3989-2018;2018-12-28;2019-01-03;00191-2019-0-0906-JR-FC-16;;;;;;;;55;0;0;20;
32; 4367-2018;2018-12-18;2019-01-03;00192-2019-0-0906-JR-FC-14;;;;;;;;53;0;0;20;
119; 32-2019;2018-07-15;2019-01-03;00193-2019-0-0906-JR-FC-11;;;;;;;;50;0;0;20;
119; 3861-2018;2018-12-29;2019-01-03;00194-2019-0-0906-JR-FC-09;;;;;;;;48;0;0;20;
73; 002-2019;2019-01-01;2019-01-03;00195-2019-0-0906-JR-FC-10;;;;;;;;49;0;0;20;
30; 3990-2018;2018-12-31;2019-01-03;00196-2019-0-0906-JR-FC-15;;;;;;;;54;0;0;20;
119; 3857-2018;2018-12-28;2019-01-03;00197-2019-0-0906-JR-FC-12;;;;;;;;51;0;0;20;
73; 9110-2018;2018-12-19;2019-01-03;00198-2019-0-0906-JR-FC-17;;;;;;;;56;0;0;20;
30; 3981-2018;2018-12-31;2019-01-03;00199-2019-0-0906-JR-FC-13;;;;;;;;52;0;0;20;
74;;2019-01-03;2019-01-03;00200-2019-0-0906-JR-FC-16;;;;;;;;55;0;0;20;
73; 007-2019;2019-01-01;2019-01-03;00201-2019-0-0906-JR-FC-11;;;;;;;;50;0;0;20;
32; 4545-2018;2018-12-23;2019-01-03;00203-2019-0-0906-JR-FC-09;;;;;;;;48;0;0;20;
30; 021-2018;2019-01-01;2019-01-03;00204-2019-0-0906-JR-FC-10;;;;;;;;49;0;0;20;
30; 20-2018;2019-01-01;2019-01-03;00205-2019-0-0906-JR-FC-14;;;;;;;;53;0;0;20;
32; 4539-2018;2018-12-30;2019-01-03;00206-2019-0-0906-JR-FC-12;;;;;;;;51;0;0;20;
30; 019-2018;2019-01-01;2019-01-03;00207-2019-0-0906-JR-FC-15;;;;;;;;54;0;0;20;
48; 5344-2018;2018-12-28;2019-01-03;00208-2019-0-0906-JR-FC-17;;;;;;;;56;0;0;20;
140; 2671-2018;2018-12-27;2019-01-03;00210-2019-0-0906-JR-FC-13;;;;;;;;52;0;0;20;
48; 08--2019;2019-01-02;2019-01-03;00211-2019-0-0906-JR-FC-16;;;;;;;;55;0;0;20;
140; 2673-2018;2018-12-27;2019-01-03;00216-2019-0-0906-JR-FC-11;;;;;;;;50;0;0;20;
29; 1819-2018;2018-12-27;2019-01-03;00217-2019-0-0906-JR-FC-09;;;;;;;;48;0;0;20;
140; 2672-2018;2018-12-27;2019-01-03;00218-2019-0-0906-JR-FC-14;;;;;;;;53;0;0;20;
29; 1794-2018;2018-12-27;2019-01-03;00219-2019-0-0906-JR-FC-10;;;;;;;;49;0;0;20;
29; 1805-2018;2018-12-25;2019-01-03;00220-2019-0-0906-JR-FC-12;;;;;;;;51;0;0;20;
140; 2677-2018;2018-12-28;2019-01-03;00221-2019-0-0906-JR-FC-15;;;;;;;;54;0;0;20;
29; 1826-2018;2018-12-27;2019-01-03;00222-2019-0-0906-JR-FC-17;;;;;;;;56;0;0;20;
29; 1824-2018;2018-12-29;2019-01-03;00223-2019-0-0906-JR-FC-16;;;;;;;;55;0;0;20;
140; 009-2019;2018-12-30;2019-01-03;00224-2019-0-0906-JR-FC-13;;;;;;;;52;0;0;20;
29; 1824-2018;2018-12-29;2019-01-03;00225-2019-0-0906-JR-FC-10;;;;;;;;49;0;0;20;
140; 2670-2018;2018-11-24;2019-01-03;00226-2019-0-0906-JR-FC-14;;;;;;;;53;0;0;20;
140; 2657-2018;2018-12-18;2019-01-03;00227-2019-0-0906-JR-FC-09;;;;;;;;48;0;0;20;
29; 003-2018;2019-01-01;2019-01-03;00228-2019-0-0906-JR-FC-11;;;;;;;;50;0;0;20;
25; 16-2019;2019-01-01;2019-01-03;00229-2019-0-0906-JR-FC-15;;;;;;;;54;0;0;20;
29; 1848-2018;2019-11-10;2019-01-03;00230-2019-0-0906-JR-FC-12;;;;;;;;51;0;0;20;
140;;;2019-01-03;00231-2019-0-0906-JR-FC-17;;;;;;;;56;0;0;20;
140; 2656-2018;2019-12-01;2019-01-03;00232-2019-0-0906-JR-FC-13;Ha lugar;09:30;2019-01-14;;;;;52;0;0;20;
140; 2667-2018;2018-12-26;2019-01-03;00233-2019-0-0906-JR-FC-16;;;;;;;;55;0;0;20;
29; 1801-2018;2018-12-24;2019-01-03;00236-2019-0-0906-JR-FC-11;;;;;;;;50;0;0;20;
29; 1806-2018;2018-12-23;2019-01-03;00237-2019-0-0906-JR-FC-14;;;;;;;;53;0;0;20;
52; 001-2019;2018-11-17;2019-01-03;00238-2019-0-0906-JR-FC-09;;;;;;;;48;0;0;20;
29; 1821-2018;2018-12-29;2019-01-03;00239-2019-0-0906-JR-FC-10;;;;;;;;49;0;0;20;
52; 902-2018;2018-12-11;2019-01-03;00241-2019-0-0906-JR-FC-15;;;;;;;;54;0;0;20;
52; 814-2018;2018-10-15;2019-01-03;00242-2019-0-0906-JR-FC-12;;;;;;;;51;0;0;20;
119;;;2019-01-03;00243-2019-0-0906-JR-FC-16;;;;;;;;55;0;0;20;
52; 816-2018;2018-10-19;2019-01-03;00244-2019-0-0906-JR-FC-13;;;;;;;;52;0;0;20;
29; 1851-2018;2019-01-01;2019-01-03;00245-2019-0-0906-JR-FC-17;;;;;;;;56;0;0;20;
52; 815-2018;2018-10-15;2019-01-03;00246-2019-0-0906-JR-FC-10;;;;;;;;49;0;0;20;
29; 1850-2018;2018-12-29;2019-01-03;00247-2019-0-0906-JR-FC-09;;;;;;;;48;0;0;20;
140;;2019-01-03;2019-01-03;00248-2019-0-0906-JR-FC-11;;;;;;;;50;0;0;20;
74;;2018-12-29;2019-01-03;00249-2019-0-0906-JR-FC-14;;;;;;;;53;0;0;20;
29; 1814-2018;2018-12-08;2019-01-03;00250-2019-0-0906-JR-FC-12;;;;;;;;51;0;0;20;
74; 021-2018;2018-12-29;2019-01-03;00251-2019-0-0906-JR-FC-15;;;;;;;;54;0;0;20;
29; 1813-2018;2018-12-04;2019-01-03;00252-2019-0-0906-JR-FC-13;;;;;;;;52;0;0;20;
74; 017-2018;2018-12-31;2019-01-03;00254-2019-0-0906-JR-FC-17;;;;;;;;56;0;0;20;
29; 1847-2018;2018-12-31;2019-01-03;00256-2019-0-0906-JR-FC-16;;;;;;;;55;0;0;20;
74; 015-2018;2018-12-31;2019-01-03;00257-2019-0-0906-JR-FC-14;;;;;;;;53;0;0;20;
29; 1803-2018;2018-12-22;2019-01-03;00258-2019-0-0906-JR-FC-09;;;;;;;;48;0;0;20;
74; 6018-2018;2018-12-29;2019-01-03;00259-2019-0-0906-JR-FC-11;;;;;;;;50;0;0;20;
29; 002-2019;2019-01-01;2019-01-03;00260-2019-0-0906-JR-FC-10;;;;;;;;49;0;0;20;
74; 6039-2018;2018-12-30;2019-01-03;00261-2019-0-0906-JR-FC-12;;;;;;;;51;0;0;20;
29; 1824-2018;2018-12-29;2019-01-03;00262-2019-0-0906-JR-FC-15;;;;;;;;54;0;0;20;
74; 6038-2018;2018-12-30;2019-01-03;00263-2019-0-0906-JR-FC-13;;;;;;;;52;0;0;20;
74; 6037-2018;2018-12-28;2019-01-03;00264-2019-0-0906-JR-FC-16;;;;;;;;55;0;0;20;
74; 6035-2018;2018-12-26;2019-01-03;00265-2019-0-0906-JR-FC-17;;;;;;;;56;0;0;20;
74; 014-2018;2018-12-29;2019-01-03;00266-2019-0-0906-JR-FC-14;;;;;;;;53;0;0;20;
74; 6073-2018;2018-12-31;2019-01-03;00267-2019-0-0906-JR-FC-10;;;;;;;;49;0;0;20;
74; 6059-2018;2018-12-28;2019-01-03;00268-2019-0-0906-JR-FC-11;;;;;;;;50;0;0;20;
25; 0019-2019;2019-01-01;2019-01-03;00269-2019-0-0906-JR-FC-09;;;;;;;;48;0;0;20;
140;;;2019-01-03;00270-2019-0-0906-JR-FC-15;;;;;;;;54;0;0;20;
25; 0019-2019;2019-01-02;2019-01-03;00271-2019-0-0906-JR-FC-12;;;;;;;;51;0;0;20;
25; 2359-2018;2018-12-29;2019-01-03;00272-2019-0-0906-JR-FC-17;;;;;;;;56;0;0;20;
140;;;2019-01-03;00273-2019-0-0906-JR-FC-13;;;;;;;;52;0;0;20;
25; 5355-2018;2018-12-29;2019-01-03;00274-2019-0-0906-JR-FC-16;;;;;;;;55;0;0;20;
25; 5360-2018;2018-12-29;2019-01-03;00276-2019-0-0906-JR-FC-11;;;;;;;;50;0;0;20;
140;;2019-01-03;2019-01-03;00277-2019-0-0906-JR-FC-17;;;;;;;;56;0;0;20;
25; 5357-2018;2018-12-29;2019-01-03;00278-2019-0-0906-JR-FC-14;;;;;;;;53;0;0;20;
25; 5356-2018;2018-12-29;2019-01-03;00279-2019-0-0906-JR-FC-09;;;;;;;;48;0;0;20;
120; 4117-2018;2018-12-30;2019-01-03;00280-2019-0-0906-JR-FC-10;;;;;;;;49;0;0;20;
25; 5358-2018;2018-12-18;2019-01-03;00281-2019-0-0906-JR-FC-12;;;;;;;;51;0;0;20;
90; 19-2019;2019-01-01;2019-01-03;00282-2019-0-0906-JR-FC-15;;;;;;;;54;0;0;20;
120; 4119-2018;2018-12-30;2019-01-03;00283-2019-0-0906-JR-FC-16;;;;;;;;55;0;0;20;
90; 18-2019;2018-12-31;2019-01-03;00284-2019-0-0906-JR-FC-13;Ha lugar;10:00;2019-01-14;;;;;52;0;0;20;
120; 4082-2018;2018-12-28;2019-01-03;00285-2019-0-0906-JR-FC-10;;;;;;;;49;0;0;20;
90; 17-2019;2018-12-31;2019-01-03;00286-2019-0-0906-JR-FC-09;;;;;;;;48;0;0;20;
120; 3980-2018;2018-12-23;2019-01-03;00287-2019-0-0906-JR-FC-14;;;;;;;;53;0;0;20;
90; 16-2019;2018-12-31;2019-01-03;00288-2019-0-0906-JR-FC-11;;;;;;;;50;0;0;20;
120; 4102-2018;2018-12-30;2019-01-03;00289-2019-0-0906-JR-FC-12;;;;;;;;51;0;0;20;
120; 006-2019;2019-01-02;2019-01-03;00290-2019-0-0906-JR-FC-15;;;;;;;;54;0;0;20;
120; 0003-2019;2019-01-02;2019-01-03;00291-2019-0-0906-JR-FC-16;;;;;;;;55;0;0;20;
140; 4640-2018;2018-12-29;2019-01-03;00292-2019-0-0906-JR-FC-17;;;;;;;;56;0;0;20;
120; 4034-2018;2018-12-26;2019-01-03;00293-2019-0-0906-JR-FC-13;;;;;;;;52;0;0;20;
140; 4641-2018;2018-12-27;2019-01-03;00294-2019-0-0906-JR-FC-14;;;;;;;;53;0;0;20;
120; 4100-2018;2018-12-30;2019-01-03;00295-2019-0-0906-JR-FC-10;;;;;;;;49;0;0;20;
25; 0030-2019;2018-12-31;2019-01-03;00296-2019-0-0906-JR-FC-11;;;;;;;;50;0;0;20;
140; 4642-2018;2018-12-25;2019-01-03;00297-2019-0-0906-JR-FC-09;;;;;;;;48;0;0;20;
140; 4607-2018;2018-12-30;2019-01-03;00298-2019-0-0906-JR-FC-15;;;;;;;;54;0;0;20;
31; 4195-2018;2018-12-28;2019-01-03;00299-2019-0-0906-JR-FC-12;;;;;;;;51;0;0;20;
140; 0014-2019;2018-12-31;2019-01-03;00300-2019-0-0906-JR-FC-16;;;;;;;;55;0;0;20;
31; 4225-2018;2018-12-30;2019-01-03;00301-2019-0-0906-JR-FC-13;;;;;;;;52;0;0;20;
140; 0018-2018;2018-12-27;2019-01-03;00302-2019-0-0906-JR-FC-17;;;;;;;;56;0;0;20;
90; 5809-2018;2018-12-29;2019-01-03;00303-2019-0-0906-JR-FC-10;;;;;;;;49;0;0;20;
31; 4223-2018;2018-12-26;2019-01-03;00304-2019-0-0906-JR-FC-09;;;;;;;;48;0;0;20;
140; 4626-2018;2018-12-27;2019-01-03;00305-2019-0-0906-JR-FC-11;;;;;;;;50;0;0;20;
31; 4226-2018;2018-12-26;2019-01-03;00306-2019-0-0906-JR-FC-14;;;;;;;;53;0;0;20;
90; 0008-2019;2019-01-01;2019-01-03;00307-2019-0-0906-JR-FC-12;;;;;;;;51;0;0;20;
140; 4635-2019;2018-12-30;2019-01-03;00309-2019-0-0906-JR-FC-15;;;;;;;;54;0;0;20;
31; 4228-2018;2018-12-30;2019-01-03;00310-2019-0-0906-JR-FC-13;Ha lugar;10:30;2019-01-14;;;;;52;0;0;20;
140; 4625-2018;2018-10-15;2019-01-03;00311-2019-0-0906-JR-FC-17;;;;;;;;56;0;0;20;
90; 5803-2018;2019-12-27;2019-01-03;00312-2019-0-0906-JR-FC-16;;;;;;;;55;0;0;20;
140; 4620-2018;2018-11-20;2019-01-03;00313-2019-0-0906-JR-FC-14;;;;;;;;53;0;0;20;
31; 4229-2018;2018-12-28;2019-01-03;00314-2019-0-0906-JR-FC-09;;;;;;;;48;0;0;20;
140; 3570-2018;2018-10-15;2019-01-03;00315-2019-0-0906-JR-FC-10;;;;;;;;49;0;0;20;
31; 4191-2018;2018-12-28;2019-01-03;00316-2019-0-0906-JR-FC-11;;;;;;;;50;0;0;20;
90; 5804-2018;2018-12-27;2019-01-03;00317-2019-0-0906-JR-FC-12;;;;;;;;51;0;0;20;
140; 0029-2019;2018-12-31;2019-01-03;00318-2019-0-0906-JR-FC-15;;;;;;;;54;0;0;20;
140; 0007-2018;2018-11-13;2019-01-03;00319-2019-0-0906-JR-FC-17;Ha lugar;00:00;2019-01-04;;;;0;56;0;0;20;file_7sty29z21547171954.pdf
31; 4234-2018;2018-12-21;2019-01-03;00320-2019-0-0906-JR-FC-16;;;;;;;;55;0;0;20;
90; 5793-2018;2018-12-26;2019-01-03;00321-2019-0-0906-JR-FC-13;Ha lugar;11:30;2019-01-14;;;;;52;0;0;20;
31; 4205-2018;2018-12-26;2019-01-03;00322-2019-0-0906-JR-FC-14;;;;;;;;53;0;0;20;
140; 4594-2018;2018-12-30;2019-01-03;00323-2019-0-0906-JR-FC-09;;;;;;;;48;0;0;20;
31; 4239-2018;2018-12-28;2019-01-03;00324-2019-0-0906-JR-FC-10;;;;;;;;49;0;0;20;
24; 2279-2018;2018-12-28;2019-01-03;00325-2019-0-0906-JR-FC-11;;;;;;;;50;0;0;20;
31; 4240-2018;2018-12-26;2019-01-03;00326-2019-0-0906-JR-FC-12;;;;;;;;51;0;0;20;
31; 4204-2018;;2019-01-03;00327-2019-0-0906-JR-FC-15;;;;;;;;54;0;0;20;
31; 4203-2018;2018-12-28;2019-01-03;00328-2019-0-0906-JR-FC-13;Ha lugar;11:00;2019-01-14;;;;;52;0;0;20;
24; 2281-2018;2018-12-23;2019-01-03;00329-2019-0-0906-JR-FC-17;;;;;;;;56;0;0;20;
31; 4246-2018;2018-12-31;2019-01-03;00330-2019-0-0906-JR-FC-16;;;;;;;;55;0;0;20;
31; 4247-2018;2018-12-31;2019-01-03;00331-2019-0-0906-JR-FC-14;;;;;;;;53;0;0;20;
140;;;2019-01-03;00332-2019-0-0906-JR-FC-11;;;;;;;;50;0;0;20;
140;;;2019-01-03;00333-2019-0-0906-JR-FC-11;;;;;;;;50;0;0;20;
89; 0001-2019;2018-12-31;2019-01-04;00334-2019-0-0906-JR-FC-10;;;;;;;;49;0;0;20;
24; 2212-2018;2018-12-28;2019-01-04;00335-2019-0-0906-JR-FC-09;;;;;;;;48;0;0;20;
24; 2218-2018;2018-12-27;2019-01-04;00336-2019-0-0906-JR-FC-12;;;;;;;;51;0;0;20;
24; 2214-2018;2018-12-25;2019-01-04;00337-2019-0-0906-JR-FC-15;;;;;;;;54;0;0;20;
24; 2284-2018;2018-12-29;2019-01-04;00339-2019-0-0906-JR-FC-13;;;;;;;;52;0;0;20;
24; 2277-2018;2018-12-27;2019-01-04;00340-2019-0-0906-JR-FC-16;;;;;;;;55;0;0;20;
88; 004-2019;2019-01-01;2019-01-04;00341-2019-0-0906-JR-FC-17;;;;;;;;56;0;0;20;
24; 2240-2018;2018-12-28;2019-01-04;00342-2019-0-0906-JR-FC-10;;;;;;;;49;0;0;20;
88; 5240-2018;2018-12-31;2019-01-04;00343-2019-0-0906-JR-FC-14;;;;;;;;53;0;0;20;
140; 167-2018-1°;2018-11-30;2019-01-04;00344-2019-0-0906-JR-FC-09;;;;;;;;48;0;0;20;
88; 5239-2018;2018-12-31;2019-01-04;00345-2019-0-0906-JR-FC-12;;;;;;;;51;0;0;20;
140; 2907-2018;;2019-01-04;00346-2019-0-0906-JR-FC-15;;;;;;;;54;0;0;20;
24; 2274-2018;2018-12-26;2019-01-04;00347-2019-0-0906-JR-FC-13;;;;;;;;52;0;0;20;
88; 5236-2018;2018-12-29;2019-01-04;00348-2019-0-0906-JR-FC-17;;;;;;;;56;0;0;20;
88; 5213-2018;2018-12-28;2019-01-04;00349-2019-0-0906-JR-FC-16;;;;;;;;55;0;0;20;
26; 4569-2018;2018-12-30;2019-01-04;00350-2019-0-0906-JR-FC-09;;;;;;;;48;0;0;20;
26; 4560-2018;2018-12-29;2019-01-04;00351-2019-0-0906-JR-FC-11;;;;;;;;50;0;0;20;
24; 2250-2018;2018-12-21;2019-01-04;00352-2019-0-0906-JR-FC-14;;;;;;;;53;0;0;20;
26; 4558-2018;2018-12-28;2019-01-04;00353-2019-0-0906-JR-FC-10;;;;;;;;49;0;0;20;
26; 4556-2018;2018-12-28;2019-01-04;00354-2019-0-0906-JR-FC-12;;;;;;;;51;0;0;20;
24; 2270-2018;2018-12-21;2019-01-04;00355-2019-0-0906-JR-FC-15;;;;;;;;54;0;0;20;
88; 5015-2018;2018-11-29;2019-01-04;00356-2019-0-0906-JR-FC-13;;;;;;;;52;0;0;20;
26; 4552-2018;2018-12-28;2019-01-04;00357-2019-0-0906-JR-FC-17;;;;;;;;56;0;0;20;
26; 4570-2018;2018-12-29;2019-01-04;00358-2019-0-0906-JR-FC-16;;;;;;;;55;0;0;20;
88; 5212-2018;2018-12-26;2019-01-04;00359-2019-0-0906-JR-FC-09;;;;;;;;48;0;0;20;
26; 4572-2018;2018-12-17;2019-01-04;00360-2019-0-0906-JR-FC-10;;;;;;;;49;0;0;20;
26; 4571-2018;2018-12-30;2019-01-04;00361-2019-0-0906-JR-FC-11;;;;;;;;50;0;0;20;
24; 2276-2018;2018-12-23;2019-01-04;00362-2019-0-0906-JR-FC-14;;;;;;;;53;0;0;20;
26; 4574-2018;2018-12-30;2019-01-04;00363-2019-0-0906-JR-FC-15;;;;;;;;54;0;0;20;
140; 820-2018;;2019-01-04;00364-2019-0-0906-JR-FC-12;;;;;;;;51;0;0;20;
140; 05-2019-6°-FPF-LN;2019-01-04;2019-01-04;00365-2019-0-0906-JR-FC-16;;;;;;;;55;0;0;20;
24; 8071-2018;2018-12-27;2019-01-04;00366-2019-0-0906-JR-FC-13;;;;;;;;52;0;0;20;
24; 2248-2018;2018-12-25;2019-01-04;00367-2019-0-0906-JR-FC-17;;;;;;;;56;0;0;20;
31; 4218-2018;2018-12-29;2019-01-04;00368-2019-0-0906-JR-FC-09;;;;;;;;48;0;0;20;
73; 040-2019;2019-01-02;2019-01-04;00370-2019-0-0906-JR-FC-14;;;;;;;;53;0;0;20;
88; 5211-2018;2018-12-26;2019-01-04;00371-2019-0-0906-JR-FC-11;;;;;;;;50;0;0;20;
31; 4252-2018;2018-01-01;2019-01-04;00372-2019-0-0906-JR-FC-10;;;;;;;;49;0;0;20;
31; 4248-2018;2019-01-01;2019-01-04;00374-2019-0-0906-JR-FC-15;;;;;;;;54;0;0;20;
31; 4249-2018;2018-01-01;2019-01-04;00375-2019-0-0906-JR-FC-12;;;;;;;;51;0;0;20;
119; 005-2019;2018-12-22;2019-01-04;00376-2019-0-0906-JR-FC-16;;;;;;;;55;0;0;20;
88; 5237-2018;2018-12-30;2019-01-04;00377-2019-0-0906-JR-FC-13;;;;;;;;52;0;0;20;
119; 006-2019;2018-12-17;2019-01-04;00378-2019-0-0906-JR-FC-17;;;;;;;;56;0;0;20;
31; 4250-2018;2019-01-01;2019-01-04;00379-2019-0-0906-JR-FC-09;;;;;;;;48;0;0;20;
31; 4245-2018;2018-12-31;2019-01-04;00380-2019-0-0906-JR-FC-11;;;;;;;;50;0;0;20;
24; 003-2019;2018-12-31;2019-01-04;00381-2019-0-0906-JR-FC-14;;;;;;;;53;0;0;20;
31; 4224-2018;2018-12-30;2019-01-04;00382-2019-0-0906-JR-FC-10;;;;;;;;49;0;0;20;
73; 042-2019;2018-12-27;2019-01-04;00384-2019-0-0906-JR-FC-15;;;;;;;;54;0;0;20;
31; 4232-2018;2018-12-26;2019-01-04;00385-2019-0-0906-JR-FC-12;;;;;;;;51;0;0;20;
89; 4943-2018;2018-12-30;2019-01-04;00386-2019-0-0906-JR-FC-16;;;;;;;;55;0;0;20;
31; 4233-2018;2018-12-24;2019-01-04;00387-2019-0-0906-JR-FC-13;;;;;;;;52;0;0;20;
24; 2145-2018;2018-12-13;2019-01-04;00388-2019-0-0906-JR-FC-17;;;;;;;;56;0;0;20;
73; 43-2019;2018-12-26;2019-01-04;00389-2019-0-0906-JR-FC-10;;;;;;;;49;0;0;20;
34; 1032-2018;2018-12-28;2019-01-04;00390-2019-0-0906-JR-FC-14;;;;;;;;53;0;0;20;
73; 044-2019;2018-12-25;2019-01-04;00391-2019-0-0906-JR-FC-11;;;;;;;;50;0;0;20;
73; 045-2019;2018-12-25;2019-01-04;00392-2019-0-0906-JR-FC-09;;;;;;;;48;0;0;20;
89; 025-2018;2018-12-31;2019-01-04;00393-2019-0-0906-JR-FC-12;;;;;;;;51;0;0;20;
